
query 1: retrieve all 'fashion' products with attributes
product: Sleek Sneakers 236, attributes: {'material': 'Denim', 'style': 'Athleisure', 'gender': 'Unisex'}
user 653: 100 orders, last purchased 8 days ago
user 130: 96 orders, last purchased 5 days ago
user 23: 78 orders, last purchased 5 days ago
user 612: 100 orders, last purchased 8 days ago
user 486: 85 orders, last purchased 0 days ago
user 625: 101 orders, last purchased 3 days ago
user 617: 93 orders, last purchased 8 days ago
user 765: 125 orders, last purchased 0 days ago
user 552: 99 orders, last purchased 2 days ago
user 887: 107 orders, last purchased 1 days ago
user 959: 105 orders, last purchased 8 days ago
user 819: 86 orders, last purchased 4 days ago
user 314: 122 orders, last purchased 3 days ago
user 386: 92 orders, last purchased 1 days ago
user 817: 105 orders, last purchased 5 days ago
user 426: 111 orders, last purchased 4 days ago
user 364: 124 orders, last purchased 2 days ago
user 433: 115 orders, last purchased 0 days ago
user 877: 86 orders, last purchased 6 days ago
user 299: 100 orders, last purchased 3 days ago
user 169: 97 orders, last purchased 2 days ago
user 605: 101 orders, last purchased 6 days ago
user 92: 99 orders, last purchased 11 days ago
user 345: 91 orders, last purchased 0 days ago
user 541: 100 orders, last purchased 1 days ago
user 971: 97 orders, last purchased 0 days ago
user 660: 92 orders, last purchased 3 days ago
user 437: 94 orders, last purchased 4 days ago
user 910: 93 orders, last purchased 5 days ago
user 236: 110 orders, last purchased 3 days ago
user 941: 114 orders, last purchased 0 days ago
user 957: 108 orders, last purchased 8 days ago
user 949: 94 orders, last purchased 1 days ago
user 998: 112 orders, last purchased 3 days ago
user 197: 88 orders, last purchased 4 days ago
user 135: 97 orders, last purchased 8 days ago
user 493: 93 orders, last purchased 3 days ago
user 999: 91 orders, last purchased 3 days ago
user 665: 96 orders, last purchased 2 days ago
user 454: 96 orders, last purchased 1 days ago
user 707: 103 orders, last purchased 3 days ago
user 759: 97 orders, last purchased 1 days ago
user 482: 114 orders, last purchased 5 days ago
user 879: 93 orders, last purchased 3 days ago
user 227: 123 orders, last purchased 0 days ago
user 500: 96 orders, last purchased 3 days ago
user 311: 88 orders, last purchased 4 days ago
user 73: 90 orders, last purchased 0 days ago
user 103: 88 orders, last purchased 4 days ago
user 875: 130 orders, last purchased 2 days ago
user 121: 115 orders, last purchased 0 days ago
user 239: 96 orders, last purchased 1 days ago
user 420: 98 orders, last purchased 7 days ago
user 561: 99 orders, last purchased 1 days ago
user 845: 103 orders, last purchased 1 days ago
user 755: 111 orders, last purchased 2 days ago
user 196: 96 orders, last purchased 3 days ago
user 291: 89 orders, last purchased 4 days ago
user 15: 74 orders, last purchased 2 days ago
user 859: 107 orders, last purchased 0 days ago
user 842: 110 orders, last purchased 0 days ago
user 767: 105 orders, last purchased 2 days ago
user 61: 105 orders, last purchased 8 days ago
user 244: 102 orders, last purchased 1 days ago
user 602: 81 orders, last purchased 4 days ago
user 691: 99 orders, last purchased 4 days ago
user 468: 100 orders, last purchased 2 days ago
user 697: 94 orders, last purchased 2 days ago
user 721: 100 orders, last purchased 1 days ago
user 251: 98 orders, last purchased 8 days ago
user 705: 103 orders, last purchased 0 days ago
user 104: 88 orders, last purchased 0 days ago
user 960: 97 orders, last purchased 5 days ago
user 171: 110 orders, last purchased 6 days ago
user 397: 98 orders, last purchased 14 days ago
user 427: 113 orders, last purchased 3 days ago
user 604: 92 orders, last purchased 0 days ago
user 786: 104 orders, last purchased 1 days ago
user 347: 92 orders, last purchased 13 days ago
user 179: 90 orders, last purchased 1 days ago
user 562: 91 orders, last purchased 11 days ago
user 636: 89 orders, last purchased 2 days ago
user 321: 97 orders, last purchased 2 days ago
user 105: 107 orders, last purchased 2 days ago
user 402: 105 orders, last purchased 4 days ago
user 804: 96 orders, last purchased 3 days ago
user 445: 93 orders, last purchased 3 days ago
user 866: 91 orders, last purchased 1 days ago
user 889: 90 orders, last purchased 11 days ago
user 991: 99 orders, last purchased 2 days ago
user 467: 122 orders, last purchased 7 days ago
user 776: 89 orders, last purchased 7 days ago
user 327: 104 orders, last purchased 3 days ago
user 253: 104 orders, last purchased 4 days ago
user 692: 100 orders, last purchased 0 days ago
user 14: 94 orders, last purchased 1 days ago
user 581: 100 orders, last purchased 10 days ago
user 109: 88 orders, last purchased 1 days ago
user 133: 104 orders, last purchased 7 days ago
user 724: 104 orders, last purchased 2 days ago
user 372: 90 orders, last purchased 9 days ago
user 339: 109 orders, last purchased 0 days ago
user 600: 90 orders, last purchased 3 days ago
user 772: 87 orders, last purchased 0 days ago
user 335: 100 orders, last purchased 1 days ago
user 591: 102 orders, last purchased 3 days ago
user 603: 103 orders, last purchased 0 days ago
user 383: 114 orders, last purchased 1 days ago
user 808: 93 orders, last purchased 2 days ago
user 7: 114 orders, last purchased 1 days ago
user 301: 91 orders, last purchased 2 days ago
user 757: 105 orders, last purchased 2 days ago
user 771: 94 orders, last purchased 4 days ago
user 827: 101 orders, last purchased 3 days ago
user 254: 119 orders, last purchased 3 days ago
user 377: 86 orders, last purchased 7 days ago
user 952: 116 orders, last purchased 1 days ago
user 159: 82 orders, last purchased 2 days ago
user 432: 97 orders, last purchased 3 days ago
user 857: 91 orders, last purchased 5 days ago
user 986: 96 orders, last purchased 0 days ago
user 619: 92 orders, last purchased 7 days ago
user 890: 111 orders, last purchased 3 days ago
user 20: 93 orders, last purchased 7 days ago
user 319: 91 orders, last purchased 2 days ago
user 1: 80 orders, last purchased 7 days ago
user 76: 117 orders, last purchased 5 days ago
user 517: 97 orders, last purchased 6 days ago
user 129: 88 orders, last purchased 6 days ago
user 203: 90 orders, last purchased 1 days ago
user 789: 108 orders, last purchased 3 days ago
user 346: 101 orders, last purchased 10 days ago
user 71: 103 orders, last purchased 3 days ago
user 267: 92 orders, last purchased 1 days ago
user 68: 97 orders, last purchased 5 days ago
user 773: 104 orders, last purchased 0 days ago
user 80: 101 orders, last purchased 2 days ago
user 146: 92 orders, last purchased 1 days ago
user 861: 102 orders, last purchased 3 days ago
user 162: 98 orders, last purchased 0 days ago
user 511: 85 orders, last purchased 3 days ago
user 738: 101 orders, last purchased 4 days ago
user 797: 112 orders, last purchased 7 days ago
user 582: 121 orders, last purchased 1 days ago
user 943: 89 orders, last purchased 1 days ago
user 330: 116 orders, last purchased 1 days ago
user 751: 101 orders, last purchased 0 days ago
user 237: 110 orders, last purchased 1 days ago
user 451: 94 orders, last purchased 0 days ago
user 262: 112 orders, last purchased 1 days ago
user 323: 94 orders, last purchased 6 days ago
user 337: 92 orders, last purchased 7 days ago
user 348: 103 orders, last purchased 2 days ago
user 504: 107 orders, last purchased 8 days ago
user 399: 98 orders, last purchased 2 days ago
user 238: 92 orders, last purchased 0 days ago
user 112: 83 orders, last purchased 5 days ago
user 560: 102 orders, last purchased 2 days ago
user 547: 80 orders, last purchased 2 days ago
user 818: 112 orders, last purchased 0 days ago
user 613: 103 orders, last purchased 8 days ago
user 268: 105 orders, last purchased 0 days ago
user 737: 97 orders, last purchased 0 days ago
user 569: 80 orders, last purchased 1 days ago
user 124: 98 orders, last purchased 10 days ago
user 615: 97 orders, last purchased 0 days ago
user 452: 93 orders, last purchased 8 days ago
user 798: 95 orders, last purchased 5 days ago
user 830: 105 orders, last purchased 4 days ago
user 200: 111 orders, last purchased 5 days ago
user 988: 108 orders, last purchased 7 days ago
user 964: 94 orders, last purchased 0 days ago
user 601: 90 orders, last purchased 1 days ago
user 590: 104 orders, last purchased 9 days ago
user 82: 104 orders, last purchased 2 days ago
user 990: 124 orders, last purchased 3 days ago
user 202: 113 orders, last purchased 0 days ago
user 685: 107 orders, last purchased 0 days ago
user 905: 93 orders, last purchased 5 days ago
user 973: 98 orders, last purchased 1 days ago
user 79: 100 orders, last purchased 7 days ago
user 610: 117 orders, last purchased 0 days ago
user 678: 90 orders, last purchased 5 days ago
user 812: 118 orders, last purchased 2 days ago
user 510: 102 orders, last purchased 0 days ago
user 579: 96 orders, last purchased 4 days ago
user 17: 92 orders, last purchased 0 days ago
user 198: 87 orders, last purchased 13 days ago
user 28: 103 orders, last purchased 1 days ago
user 212: 101 orders, last purchased 1 days ago
user 404: 109 orders, last purchased 0 days ago
user 720: 94 orders, last purchased 5 days ago
user 917: 95 orders, last purchased 5 days ago
user 997: 101 orders, last purchased 2 days ago
user 489: 94 orders, last purchased 1 days ago
user 515: 110 orders, last purchased 2 days ago
user 1000: 82 orders, last purchased 3 days ago
user 616: 111 orders, last purchased 1 days ago
user 706: 123 orders, last purchased 2 days ago
user 83: 105 orders, last purchased 8 days ago
user 63: 101 orders, last purchased 0 days ago
user 571: 80 orders, last purchased 6 days ago
user 516: 100 orders, last purchased 2 days ago
user 956: 94 orders, last purchased 2 days ago
user 395: 107 orders, last purchased 5 days ago
user 216: 103 orders, last purchased 18 days ago
user 666: 89 orders, last purchased 6 days ago
user 542: 100 orders, last purchased 5 days ago
user 882: 89 orders, last purchased 10 days ago
user 958: 109 orders, last purchased 3 days ago
user 295: 94 orders, last purchased 0 days ago
user 694: 89 orders, last purchased 2 days ago
user 213: 112 orders, last purchased 4 days ago
user 955: 110 orders, last purchased 0 days ago
user 274: 100 orders, last purchased 2 days ago
user 801: 119 orders, last purchased 5 days ago
user 163: 95 orders, last purchased 3 days ago
user 223: 96 orders, last purchased 3 days ago
user 833: 91 orders, last purchased 2 days ago
user 669: 101 orders, last purchased 1 days ago
user 352: 78 orders, last purchased 2 days ago
user 221: 95 orders, last purchased 8 days ago
user 362: 107 orders, last purchased 0 days ago
user 752: 99 orders, last purchased 7 days ago
user 688: 115 orders, last purchased 1 days ago
user 594: 109 orders, last purchased 4 days ago
user 460: 88 orders, last purchased 0 days ago
user 499: 102 orders, last purchased 1 days ago
user 265: 89 orders, last purchased 9 days ago
user 111: 109 orders, last purchased 8 days ago
user 851: 117 orders, last purchased 2 days ago
user 16: 94 orders, last purchased 1 days ago
user 968: 88 orders, last purchased 7 days ago
user 62: 103 orders, last purchased 3 days ago
user 893: 98 orders, last purchased 0 days ago
user 993: 99 orders, last purchased 1 days ago
user 326: 95 orders, last purchased 4 days ago
user 568: 114 orders, last purchased 2 days ago
user 371: 105 orders, last purchased 0 days ago
user 805: 106 orders, last purchased 0 days ago
user 655: 85 orders, last purchased 9 days ago
user 413: 100 orders, last purchased 0 days ago
user 649: 91 orders, last purchased 6 days ago
user 183: 108 orders, last purchased 3 days ago
user 100: 105 orders, last purchased 4 days ago
user 925: 112 orders, last purchased 4 days ago
user 150: 104 orders, last purchased 0 days ago
user 656: 98 orders, last purchased 4 days ago
user 421: 106 orders, last purchased 1 days ago
user 429: 100 orders, last purchased 1 days ago
user 25: 95 orders, last purchased 5 days ago
user 835: 120 orders, last purchased 3 days ago
user 141: 81 orders, last purchased 1 days ago
user 122: 112 orders, last purchased 1 days ago
user 570: 96 orders, last purchased 1 days ago
user 648: 92 orders, last purchased 2 days ago
user 923: 93 orders, last purchased 0 days ago
user 434: 107 orders, last purchased 2 days ago
user 995: 103 orders, last purchased 3 days ago
user 211: 99 orders, last purchased 4 days ago
user 901: 91 orders, last purchased 0 days ago
user 530: 88 orders, last purchased 4 days ago
user 536: 102 orders, last purchased 5 days ago
user 928: 110 orders, last purchased 6 days ago
user 465: 112 orders, last purchased 2 days ago
user 449: 88 orders, last purchased 1 days ago
user 520: 85 orders, last purchased 1 days ago
user 64: 102 orders, last purchased 10 days ago
user 55: 120 orders, last purchased 3 days ago
user 148: 100 orders, last purchased 4 days ago
user 790: 98 orders, last purchased 1 days ago
user 828: 88 orders, last purchased 0 days ago

===============================================================
query                                    | time (s)   | status    
===============================================================
query 1: fashion products                | 0.0215     | pass      
query 2: recent views                    | 0.1411     | pass      
query 3: low stock                       | 0.0072     | pass      
query 4: fashion blue/large              | 0.0268     | pass      
query 5: product popularity              | 0.2132     | pass      
query 6: search terms                    | 0.1113     | pass      
query 7: fetch carts (redis)             | 0.0623     | pass      
